name	degree	is_seed	betweenness	closeness	eigenvector	hub_score	authority_score	community	mean_expr_UroB	mean_expr_GU	mean_expr_UroA	mean_expr_BaSq	mean_expr_UroC	pathway	is_well_expressed	global_mean	f_statistic	p_value	df_between	df_within	eta_squared	partial_eta_squared	omega_squared	cohens_f	expression_range	overall_sd	effect_size_ratio	p_adjusted_bh	p_adjusted_bonf	significant_05	significant_01	effect_size_category	cohens_f_category	sig_and_meaningful	sig_and_large_effect	rank_UroA	rank_UroB	rank_UroC	rank_GU	rank_BaSq	sc_norm_mean_expression	sc_norm_detection_rate	sc_norm_max_expression	sc_norm_cells_expressing	sc_norm_total_urothelial_cells	sc_norm_classification	sc_cancer_mean_expression	sc_cancer_detection_rate	sc_cancer_max_expression	sc_cancer_cells_expressing	sc_cancer_total_urothelial_cells	sc_cancer_classification	min_p_adjust	functional_diversity	functional_significance	functional_category	functional_specificity_ratio	pathway_role	functional_structural_importance	hpa_normal_tissue	IHC tissue name	hpa_normal_cell_type	hpa_normal_level	hpa_normal_reliability	hpa_cancer_type	hpa_cancer_high	hpa_cancer_medium	hpa_cancer_low	hpa_cancer_not_detected	hpa_normal_expressed	hpa_normal_reliable	hpa_cancer_expressed	hpa_cancer_confidence	hpa_expression_pattern	hpa_data_quality	hpa_filter_has_data	hpa_filter_normal_quality	hpa_filter_cancer_quality	hpa_passes_filter	hpa_high_confidence	hpa_therapeutic_target	hpa_potential_suppressor	is_amplified	is_homdel	tcga_mutsig_q_value	tcga_num_mutations	tcga_num_samples_mutated	tcga_profiled_samples	tcga_frequency	tcga_is_cancer_gene	tcga_mutation_frequency	pathway_sharing	n_pathways	pathways_list	UroA_mut_freq	UroA_alt_freq	UroB_mut_freq	UroB_alt_freq	UroC_mut_freq	UroC_alt_freq	GU_mut_freq	GU_alt_freq	BaSq_mut_freq	BaSq_alt_freq
FGF23	72	TRUE	136.927963608256	0.00442477876106195	0.399829454821673	0.399829454821672	0.399829454821672	1	-0.072923857624841	-0.0624160736852298	-0.120675859490739	-0.0595012280393103	0.167553141055209	FGFR3	FALSE	-0.0816076311482106	1.14412502860751	0.335000850591675	4	477	0.00950316328421878	0.00950316328421878	0.00119462948215119	0.0979507011845079	0.288229000545948	0.603040615435052	0.47795951577492	0.349566104965226	1	FALSE	FALSE	Negligible	Small	FALSE	FALSE	5	4	1	3	2	0	0	0	0	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	5.34189550622665e-23	47	22.2723046115436	MAPK_Signaling	1	Functional_Bridge	0.242197068258945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	3	3	412	0.7%	TRUE	0.007	Unique_to_FGFR3	1	FGFR3	0.00793650793650794	0.0241935483870968	0.032258064516129	0.0161290322580645	NA	NA	0.0277777777777778	0.0277777777777778	NA	0.00961538461538462
NEDD8	66	FALSE	27.6463529412925	0.00429184549356223	0.189485758235573	0.189485758235572	0.189485758235572	3	0.0960997351852717	-0.0125037475749338	0.130784894007255	0.229772284893407	-0.752042653324157	FGFR3	FALSE	0.0695155176577069	4.21724010474489	0.00229871382663917	4	477	0.0341567536551975	0.0341567536551975	0.0260047839898548	0.188055036877866	0.981814938217564	1.0053956957273	0.976545794248029	0.00279337376401721	0.66202958207208	TRUE	TRUE	Small	Medium	TRUE	FALSE	2	3	5	4	1	0.452140879464678	0.30158052114481	3.00757035249675	6354	21069	Urothelial	1.74111535642394	0.98582995951417	2.7053244515812	974	988	Urothelial	1.07586569142e-05	1	4.9682419416026	Other	0.223068156989357	Peripheral	-3.24998662620142	Urinary bladder	Urinary bladder	urothelial cells	Medium	Uncertain	urothelial cancer	0	5	6	0	TRUE	Low	TRUE	Medium	Constitutive	Medium	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	2	2	412	0.5%	FALSE	0.005	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.0241935483870968	0.032258064516129	0.032258064516129	NA	0.1	NA	0.0555555555555556	0.00943396226415094	0.00961538461538462
MAPK14	108	FALSE	11.1731660445639	0.00462962962962963	0.676152453566327	0.676152453566327	0.676152453566327	2	-0.189260699169701	-0.200512563031476	0.223205180470457	0.244303050555401	-0.574991778346121	FGFR3	TRUE	0.0395392985256008	7.23586032799803	1.15869304529732e-05	4	477	0.0572068712600309	0.0572068712600309	0.0492035980334165	0.246329198491234	0.819294828901523	0.99876649568775	0.82030668072957	1.6199203740079e-05	0.00333703597045628	TRUE	TRUE	Small	Medium	TRUE	FALSE	2	3	5	4	1	0.0279375558147176	0.0293796573164365	2.40336774176403	619	21069	Non-urothelial	0.13075737574074	0.187246963562753	1.52669836311903	185	988	Urothelial	5.32007384615983e-18	182	17.2740823393671	Other	0.775585761808147	Peripheral	-0.962668001874648	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	0	0	6	5	TRUE	Medium	FALSE	None	Lost_in_cancer	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	3	3	412	0.7%	FALSE	0.007	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0317460317460317	NA	NA	0.0161290322580645	NA	NA	NA	NA	0.0188679245283019	0.0192307692307692
PLCG1	102	TRUE	22.8816931814317	0.004739336492891	0.561317066513688	0.561317066513687	0.561317066513688	1	-0.192561202909658	0.0455422984981794	-0.223427012359545	-0.0786542928772572	0.224141353550309	FGFR3	FALSE	-0.123801413478672	2.78800260729932	0.0260443199139959	4	477	0.0228453641303087	0.0228453641303087	0.0146212430424683	0.152903488484632	0.447568365909854	0.862431695326905	0.518960943034687	0.0296472890720586	1	TRUE	FALSE	Small	Medium	TRUE	FALSE	5	4	1	2	3	0.00508249612596713	0.00564810859556695	1.81677455236437	119	21069	Non-urothelial	0.0192396083682005	0.0273279352226721	1.14610724832095	27	988	Non-urothelial	5.22282045220838e-16	72	15.2820949038883	Other	0.68614789400679	Peripheral	-1.19460691641744	Urinary bladder	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	10	2	0	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	13	13	412	3.2%	TRUE	0.032	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0238095238095238	0.0161290322580645	0.032258064516129	NA	NA	NA	0.0416666666666667	0.0555555555555556	0.0377358490566038	0.0192307692307692
KRAS	166	TRUE	76.667214404921	0.00558659217877095	0.931194260338838	0.931194260338839	0.931194260338839	1	0.098467635034477	0.0154668842608283	0.0708746700182684	0.0348260498144661	-0.217127724170431	FGFR3	TRUE	0.0464087248009477	0.425765334973217	0.790065847080115	4	477	0.00355765708939899	0.00355765708939899	0	0.0597524828197934	0.315595359204908	1.03255935064238	0.30564379568939	0.795590783073682	1	FALSE	FALSE	Negligible	Small	FALSE	FALSE	2	1	5	4	3	0.116231901478254	0.106459727561821	2.45942195662376	2243	21069	Urothelial	0.431647670914522	0.496963562753036	2.08903795286907	491	988	Urothelial	6.8358094112084e-15	64	14.1652100543209	Other	0.636001092001011	Peripheral	1.1056199278822	Urinary bladder	Urinary bladder	urothelial cells	Low	Approved	urothelial cancer	0	0	1	11	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1.64e-12	16	16	412	3.9%	TRUE	0.039	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0555555555555556	0.0564516129032258	NA	NA	NA	0.05	0.0277777777777778	0.0277777777777778	0.0188679245283019	0.0480769230769231
MDM2	116	FALSE	100.685439350455	0.0048780487804878	0.59601083764686	0.59601083764686	0.596010837646859	3	0.33418412199218	-0.0888685898453796	0.0700432476319468	-0.0876050197248014	-0.148926242648882	FGFR3	FALSE	0.0454005445620541	2.3585452514821	0.0526694076837207	4	477	0.019394568421197	0.019394568421197	0.0111485431627174	0.140634836527558	0.483110364641062	1.01804325403419	0.474547974977137	0.0587937574143859	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	2	1	5	4	3	0.157467834732807	0.131899947790593	3.45750540366321	2779	21069	Urothelial	0.142103338381413	0.198380566801619	1.55332694264181	196	988	Urothelial	1.5289546509811e-19	162	18.8156053956346	Growth_Factor_Response	0.844798314489763	Functional_Bridge	0.580116596347428	Urinary bladder	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	11	0	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	5	5	412	1.2%	TRUE	0.012	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.129032258064516	0.032258064516129	0.0806451612903226	NA	0.2	0.0416666666666667	0.0972222222222222	0.00943396226415094	0.0384615384615385
CDH1	126	FALSE	23.6410208912374	0.005	0.774468083218181	0.774468083218182	0.774468083218181	2	0.21809810296021	0.215861691023682	0.390387853593289	-0.267657128480476	0.165104347212308	FGFR3	FALSE	0.238453548894966	14.9035495082897	1.74370777474603e-11	4	477	0.111093217905269	0.111093217905269	0.103446297059529	0.353521363381634	0.658044982073765	0.616514770548001	1.06736288165302	3.37038818205945e-11	5.02187839126858e-09	TRUE	TRUE	Medium	Large	TRUE	TRUE	1	2	4	3	5	0.138974290212311	0.121078361573876	2.4369772841275	2551	21069	Urothelial	0.437970160977749	0.495951417004049	2.03129838608411	490	988	Urothelial	5.32007384615983e-18	72	17.2740823393671	Other	0.775585761808147	Peripheral	-0.315221192600712	Urinary bladder	Urinary bladder	urothelial cells	High	Enhanced	urothelial cancer	9	2	0	1	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	16	14	412	3.4%	TRUE	0.034	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0317460317460317	0.0161290322580645	0.0645161290322581	0.0806451612903226	NA	0.05	0.0833333333333333	0.0277777777777778	0.0377358490566038	0.00961538461538462
RPS16	76	FALSE	5.99868693721462	0.00436681222707424	0.16503039456282	0.165030394562819	0.165030394562819	3	0.0415089753440944	-0.198927096432396	0.171746429849817	-0.0274672227405977	0.240277638851361	FGFR3	FALSE	0.0501867135188453	2.65539799890801	0.0324268198135616	4	477	0.0217824480498541	0.0217824480498541	0.0135515746829527	0.149222948839796	0.439204735283756	1.02579834292022	0.428158944021531	0.0367674177413611	1	TRUE	FALSE	Small	Medium	TRUE	FALSE	2	3	1	5	4	1.45321799115869	0.428117138924486	4.85569328078125	9020	21069	Urothelial	3.17035682971337	0.998987854251012	3.93353714132312	987	988	Urothelial	2.70610080972589e-38	8	37.5676560287686	Translation	1.68674309569642	Core_Process	0.356435095144431	Urinary bladder	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	1	8	1	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	2	2	412	0.5%	FALSE	0.005	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.00793650793650794	0.032258064516129	NA	NA	NA	0.1	0.0138888888888889	0.0833333333333333	0.0283018867924528	0.0192307692307692
CREBBP	62	FALSE	3.85880222594987	0.00420168067226891	0.380167540141035	0.380167540141036	0.380167540141036	2	0.0398000611441626	-0.535552495687522	0.226668802273657	-0.367870608479644	-0.130178028241026	FGFR3	FALSE	-0.0544442514544233	12.8509234656335	6.0690740801754e-10	4	477	0.0972811024214882	0.0972811024214882	0.0895416756854795	0.328275124497429	0.762221297961179	1.02318425326955	0.744950184217092	1.05932929399425e-09	1.74789333509052e-07	TRUE	TRUE	Medium	Large	TRUE	TRUE	1	2	3	5	4	0.0469257656118591	0.046371446200579	2.16107815742127	977	21069	Non-urothelial	0.105685120592684	0.151821862348178	1.40129226920367	150	988	Urothelial	5.32007384615983e-18	71	17.2740823393671	Other	0.775585761808147	Peripheral	-2.30034237646254	Urinary bladder	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	3	8	0	1	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.0181	53	50	412	12.1%	TRUE	0.121	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.126984126984127	0.0403225806451613	0.161290322580645	0.032258064516129	0.1	NA	0.138888888888889	0.0416666666666667	0.141509433962264	0.0384615384615385
GAB1	80	TRUE	9.54547857827886	0.00420168067226891	0.442214142542238	0.442214142542238	0.442214142542238	1	-0.20377798914954	-0.0796809437414056	-0.0996505564182755	0.160433259381581	0.172245399459149	FGFR3	TRUE	-0.0678027574836285	1.54643400424082	0.187596703349586	4	477	0.0128019839077909	0.0128019839077909	0.00451425115275742	0.113877126920038	0.376023388608689	0.963314442439798	0.390343352121173	0.199364762231295	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	4	5	1	3	2	0.0186635242340147	0.0206939104845982	1.82458284121735	436	21069	Non-urothelial	0.0234489150866974	0.034412955465587	1.20050732191222	34	988	Non-urothelial	1.5289546509811e-19	18	18.8156053956346	Growth_Factor_Response	0.844798314489763	Signal_Receptor	-1.56946881974159	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	1	0	1	10	TRUE	Medium	TRUE	Low	Constitutive	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	8	7	412	1.7%	TRUE	0.017	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0238095238095238	0.0161290322580645	0.0161290322580645	0.0161290322580645	NA	NA	0.0277777777777778	0.0277777777777778	0.0283018867924528	0.0384615384615385
