name	degree	is_seed	betweenness	closeness	eigenvector	hub_score	authority_score	community	mean_expr_UroB	mean_expr_GU	mean_expr_UroA	mean_expr_BaSq	mean_expr_UroC	pathway	is_well_expressed	global_mean	f_statistic	p_value	df_between	df_within	eta_squared	partial_eta_squared	omega_squared	cohens_f	expression_range	overall_sd	effect_size_ratio	p_adjusted_bh	p_adjusted_bonf	significant_05	significant_01	effect_size_category	cohens_f_category	sig_and_meaningful	sig_and_large_effect	rank_UroA	rank_UroB	rank_UroC	rank_GU	rank_BaSq	sc_norm_mean_expression	sc_norm_detection_rate	sc_norm_max_expression	sc_norm_cells_expressing	sc_norm_total_urothelial_cells	sc_norm_classification	sc_cancer_mean_expression	sc_cancer_detection_rate	sc_cancer_max_expression	sc_cancer_cells_expressing	sc_cancer_total_urothelial_cells	sc_cancer_classification	min_p_adjust	functional_diversity	functional_significance	functional_category	functional_specificity_ratio	pathway_role	functional_structural_importance	hpa_normal_tissue	IHC tissue name	hpa_normal_cell_type	hpa_normal_level	hpa_normal_reliability	hpa_cancer_type	hpa_cancer_high	hpa_cancer_medium	hpa_cancer_low	hpa_cancer_not_detected	hpa_normal_expressed	hpa_normal_reliable	hpa_cancer_expressed	hpa_cancer_confidence	hpa_expression_pattern	hpa_data_quality	hpa_filter_has_data	hpa_filter_normal_quality	hpa_filter_cancer_quality	hpa_passes_filter	hpa_high_confidence	hpa_therapeutic_target	hpa_potential_suppressor	is_amplified	is_homdel	tcga_mutsig_q_value	tcga_num_mutations	tcga_num_samples_mutated	tcga_profiled_samples	tcga_frequency	tcga_is_cancer_gene	tcga_mutation_frequency	pathway_sharing	n_pathways	pathways_list	UroA_mut_freq	UroA_alt_freq	UroB_mut_freq	UroB_alt_freq	UroC_mut_freq	UroC_alt_freq	GU_mut_freq	GU_alt_freq	BaSq_mut_freq	BaSq_alt_freq
CDC37	80	TRUE	20.3464229366822	0.00393700787401575	0.364633493663413	0.364633493663412	0.364633493663412	2	0.189001400800015	-0.188875189496173	0.212516956447351	-0.246484267094839	-0.277244376351079	ERBB2	TRUE	0.0452743133213288	5.53565166449822	0.000231084549004227	4	477	0.0443612834541387	0.0443612834541387	0.0362748672408131	0.215454308454093	0.489761332798431	0.983805532145715	0.497823316494515	0.000302510682332807	0.0665523501132175	TRUE	TRUE	Small	Medium	TRUE	FALSE	1	2	5	3	4	0.174966180938187	0.151169965351939	2.79130122258114	3185	21069	Urothelial	0.744944258451748	0.737854251012146	2.18382640423796	729	988	Urothelial	3.84647540262551e-15	24	14.4149370404362	Transferase_Regulation	0.571250605204142	Peripheral	-2.33498189480964	Urinary bladder	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	0	9	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	4	4	412	1.0%	FALSE	0.01	Shared_EGFR_ERBB2	2	EGFR,ERBB2	0.00793650793650794	0.0403225806451613	NA	NA	NA	0.05	NA	0.0277777777777778	0.0377358490566038	0.00961538461538462
MAPK14	122	FALSE	19.91878014086	0.00421940928270042	0.654080134229003	0.654080134229002	0.654080134229002	1	-0.189260699169701	-0.200512563031476	0.223205180470457	0.244303050555401	-0.574991778346121	ERBB2	TRUE	0.0395392985256008	7.23586032799803	1.15869304529732e-05	4	477	0.0572068712600309	0.0572068712600309	0.0492035980334165	0.246329198491234	0.819294828901523	0.99876649568775	0.82030668072957	1.6199203740079e-05	0.00333703597045628	TRUE	TRUE	Small	Medium	TRUE	FALSE	2	3	5	4	1	0.0279375558147176	0.0293796573164365	2.40336774176403	619	21069	Non-urothelial	0.13075737574074	0.187246963562753	1.52669836311903	185	988	Urothelial	5.09419040113649e-22	189	21.2929248268209	Growth_Factor_Response	0.843818891457304	Signal_Receptor	-0.355643939692067	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	0	0	6	5	TRUE	Medium	FALSE	None	Lost_in_cancer	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	3	3	412	0.7%	FALSE	0.007	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0317460317460317	NA	NA	0.0161290322580645	NA	NA	NA	NA	0.0188679245283019	0.0192307692307692
HBEGF	120	TRUE	48.8965848079919	0.00427350427350427	0.568869855028307	0.568869855028306	0.568869855028306	2	0.34767702384391	-0.159823411377124	-0.410923986701168	1.09234070667669	-0.237709113542283	ERBB2	TRUE	-0.0574543157434968	44.7817211624783	6.24188484246658e-32	4	477	0.273006469999304	0.273006469999304	0.266503910798312	0.612803443252982	1.50326469337786	0.949604028042886	1.58304372031367	3.82481454176676e-31	1.79766283463037e-29	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	2	4	3	1	0.220002215252767	0.157055389434715	3.53038084776598	3309	21069	Urothelial	0.0603207171990356	0.0728744939271255	2.12494733039135	72	988	Non-urothelial	1.75123060835322e-31	48	30.7566566606894	Growth_Factor_Response	1.21885781964838	Signal_Receptor	1.39158592351752	NA	NA	NA	NA	NA	urothelial cancer	0	0	0	12	NA	NA	FALSE	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	2	2	412	0.5%	FALSE	0.005	Shared_EGFR_ERBB2	2	EGFR,ERBB2	0.00793650793650794	NA	NA	NA	0.05	0.05	NA	0.0138888888888889	NA	NA
PLCG1	110	TRUE	24.518968992494	0.00418410041841004	0.536970154016125	0.536970154016124	0.536970154016124	2	-0.192561202909658	0.0455422984981794	-0.223427012359545	-0.0786542928772572	0.224141353550309	ERBB2	FALSE	-0.123801413478672	2.78800260729932	0.0260443199139959	4	477	0.0228453641303087	0.0228453641303087	0.0146212430424683	0.152903488484632	0.447568365909854	0.862431695326905	0.518960943034687	0.0296472890720586	1	TRUE	FALSE	Small	Medium	TRUE	FALSE	5	4	1	2	3	0.00508249612596713	0.00564810859556695	1.81677455236437	119	21069	Non-urothelial	0.0192396083682005	0.0273279352226721	1.14610724832095	27	988	Non-urothelial	1.75123060835322e-31	77	30.7566566606894	Growth_Factor_Response	1.21885781964838	Signal_Receptor	0.867176901035047	Urinary bladder	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	10	2	0	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	13	13	412	3.2%	TRUE	0.032	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0238095238095238	0.0161290322580645	0.032258064516129	NA	NA	NA	0.0416666666666667	0.0555555555555556	0.0377358490566038	0.0192307692307692
PTPN18	12	TRUE	0	0.003125	0.0684213668844938	0.0684213668844936	0.0684213668844937	2	0.0915816457886102	-0.122073730290239	-0.0656986098312113	-0.162170897499431	-0.389376595171485	ERBB2	TRUE	-0.0802942473142644	1.20140755968893	0.309357755307892	4	477	0.00997420938475606	0.00997420938475606	0.00166864300724353	0.100372787733068	0.480958240960095	0.979291189874103	0.491128936860881	0.323981940104265	1	FALSE	FALSE	Negligible	Medium	FALSE	FALSE	2	1	5	3	4	0.0270990900150108	0.0285727846599269	2.05210381241253	602	21069	Non-urothelial	0.126876642382989	0.187246963562753	1.2372675182925	185	988	Urothelial	1.75123060835322e-31	7	30.7566566606894	Growth_Factor_Response	1.21885781964838	Signal_Receptor	-1.63175148809864	Urinary bladder	Urinary bladder	urothelial cells	Medium	Uncertain	urothelial cancer	0	0	4	7	TRUE	Low	FALSE	None	Lost_in_cancer	Medium	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	Unique_to_ERBB2	1	ERBB2	NA	0.0161290322580645	NA	NA	NA	NA	NA	NA	0.00943396226415094	0.00961538461538462
EREG	88	TRUE	19.6912151750844	0.004	0.410031607428274	0.410031607428273	0.410031607428273	2	-0.184799238748175	0.308662005880851	-0.441860842805874	1.14171740694666	-0.420319377427017	ERBB2	TRUE	-0.0480266062123968	52.6096381905269	1.03666836914763e-36	4	477	0.306119800695745	0.306119800695745	0.299864892710974	0.664207023563564	1.58357824975254	0.957628277767094	1.65364608221989	1.02951893211902e-35	2.98560490314517e-34	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	3	4	2	1	0.0197828200208809	0.0120556267502017	4.40428100656857	254	21069	Non-urothelial	0.0495310924862023	0.0566801619433198	2.09058973266341	56	988	Non-urothelial	1.75123060835322e-31	74	30.7566566606894	Growth_Factor_Response	1.21885781964838	Signal_Receptor	0.31452466607195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	1	1	412	0.2%	FALSE	0.002	Shared_EGFR_ERBB2	2	EGFR,ERBB2	NA	0.00806451612903226	NA	NA	NA	NA	0.0277777777777778	0.0277777777777778	NA	0.0288461538461538
NEDD8	66	FALSE	30.311925041009	0.00371747211895911	0.169798321683474	0.169798321683473	0.169798321683474	3	0.0960997351852717	-0.0125037475749338	0.130784894007255	0.229772284893407	-0.752042653324157	ERBB2	FALSE	0.0695155176577069	4.21724010474489	0.00229871382663917	4	477	0.0341567536551975	0.0341567536551975	0.0260047839898548	0.188055036877866	0.981814938217564	1.0053956957273	0.976545794248029	0.00279337376401721	0.66202958207208	TRUE	TRUE	Small	Medium	TRUE	FALSE	2	3	5	4	1	0.452140879464678	0.30158052114481	3.00757035249675	6354	21069	Urothelial	1.74111535642394	0.98582995951417	2.7053244515812	974	988	Urothelial	1.54157041610866e-05	1	4.81203663270915	Other	0.190696555315403	Peripheral	-3.98238609109558	Urinary bladder	Urinary bladder	urothelial cells	Medium	Uncertain	urothelial cancer	0	5	6	0	TRUE	Low	TRUE	Medium	Constitutive	Medium	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	2	2	412	0.5%	FALSE	0.005	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.0241935483870968	0.032258064516129	0.032258064516129	NA	0.1	NA	0.0555555555555556	0.00943396226415094	0.00961538461538462
KRAS	176	TRUE	77.73609751578	0.00485436893203883	0.871095850676857	0.871095850676856	0.871095850676857	2	0.098467635034477	0.0154668842608283	0.0708746700182684	0.0348260498144661	-0.217127724170431	ERBB2	TRUE	0.0464087248009477	0.425765334973217	0.790065847080115	4	477	0.00355765708939899	0.00355765708939899	0	0.0597524828197934	0.315595359204908	1.03255935064238	0.30564379568939	0.795590783073682	1	FALSE	FALSE	Negligible	Small	FALSE	FALSE	2	1	5	4	3	0.116231901478254	0.106459727561821	2.45942195662376	2243	21069	Urothelial	0.431647670914522	0.496963562753036	2.08903795286907	491	988	Urothelial	3.2901006388941e-15	62	14.4827908174762	Other	0.573939587548688	Peripheral	0.534229465792114	Urinary bladder	Urinary bladder	urothelial cells	Low	Approved	urothelial cancer	0	0	1	11	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1.64e-12	16	16	412	3.9%	TRUE	0.039	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0555555555555556	0.0564516129032258	NA	NA	NA	0.05	0.0277777777777778	0.0277777777777778	0.0188679245283019	0.0480769230769231
MDM2	130	FALSE	95.8398530753383	0.00436681222707424	0.600612345863529	0.600612345863528	0.600612345863529	3	0.33418412199218	-0.0888685898453796	0.0700432476319468	-0.0876050197248014	-0.148926242648882	ERBB2	FALSE	0.0454005445620541	2.3585452514821	0.0526694076837207	4	477	0.019394568421197	0.019394568421197	0.0111485431627174	0.140634836527558	0.483110364641062	1.01804325403419	0.474547974977137	0.0587937574143859	1	FALSE	FALSE	Small	Medium	FALSE	FALSE	2	1	5	4	3	0.157467834732807	0.131899947790593	3.45750540366321	2779	21069	Urothelial	0.142103338381413	0.198380566801619	1.55332694264181	196	988	Urothelial	5.83446824067576e-26	159	25.2339987198524	Growth_Factor_Response	1	Functional_Bridge	1.35639414313529	Urinary bladder	Urinary bladder	urothelial cells	High	Supported	urothelial cancer	11	0	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	5	5	412	1.2%	TRUE	0.012	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.129032258064516	0.032258064516129	0.0806451612903226	NA	0.2	0.0416666666666667	0.0972222222222222	0.00943396226415094	0.0384615384615385
CDH1	134	FALSE	28.8174606404528	0.00440528634361234	0.719454081017054	0.719454081017053	0.719454081017054	1	0.21809810296021	0.215861691023682	0.390387853593289	-0.267657128480476	0.165104347212308	ERBB2	FALSE	0.238453548894966	14.9035495082897	1.74370777474603e-11	4	477	0.111093217905269	0.111093217905269	0.103446297059529	0.353521363381634	0.658044982073765	0.616514770548001	1.06736288165302	3.37038818205945e-11	5.02187839126858e-09	TRUE	TRUE	Medium	Large	TRUE	TRUE	1	2	4	3	5	0.138974290212311	0.121078361573876	2.4369772841275	2551	21069	Urothelial	0.437970160977749	0.495951417004049	2.03129838608411	490	988	Urothelial	9.1396792043838e-22	70	21.0390690473965	Other	0.833758822015172	Peripheral	-0.0155317868206543	Urinary bladder	Urinary bladder	urothelial cells	High	Enhanced	urothelial cancer	9	2	0	1	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	16	14	412	3.4%	TRUE	0.034	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0317460317460317	0.0161290322580645	0.0645161290322581	0.0806451612903226	NA	0.05	0.0833333333333333	0.0277777777777778	0.0377358490566038	0.00961538461538462
