name	degree	is_seed	betweenness	closeness	eigenvector	hub_score	authority_score	community	mean_expr_UroB.x	mean_expr_GU.x	mean_expr_UroA.x	mean_expr_BaSq.x	mean_expr_UroC.x	pathway_cond	mean_expr_UroB.y	mean_expr_GU.y	mean_expr_UroA.y	mean_expr_BaSq.y	mean_expr_UroC.y	is_well_expressed	global_mean	f_statistic	p_value	df_between	df_within	eta_squared	partial_eta_squared	omega_squared	cohens_f	expression_range	overall_sd	effect_size_ratio	p_adjusted_bh	p_adjusted_bonf	significant_05	significant_01	effect_size_category	cohens_f_category	sig_and_meaningful	sig_and_large_effect	rank_UroA	rank_UroB	rank_UroC	rank_GU	rank_BaSq	sc_norm_mean_expression	sc_norm_detection_rate	sc_norm_max_expression	sc_norm_cells_expressing	sc_norm_total_urothelial_cells	sc_norm_classification	sc_cancer_mean_expression	sc_cancer_detection_rate	sc_cancer_max_expression	sc_cancer_cells_expressing	sc_cancer_total_urothelial_cells	sc_cancer_classification	min_p_adjust	functional_diversity	functional_significance	functional_category	functional_specificity_ratio	pathway_role	functional_structural_importance	hpa_normal_tissue	hpa_normal_cell_type	hpa_normal_level	hpa_normal_reliability	hpa_cancer_type	hpa_cancer_high	hpa_cancer_medium	hpa_cancer_low	hpa_cancer_not_detected	hpa_normal_expressed	hpa_normal_reliable	hpa_cancer_expressed	hpa_cancer_confidence	hpa_expression_pattern	hpa_data_quality	hpa_filter_has_data	hpa_filter_normal_quality	hpa_filter_cancer_quality	hpa_passes_filter	hpa_high_confidence	hpa_therapeutic_target	hpa_potential_suppressor	tcga_is_cancer_gene	UroA_mut_freq	UroA_alt_freq	UroB_mut_freq	UroB_alt_freq	UroC_mut_freq	UroC_alt_freq	GU_mut_freq	GU_alt_freq	BaSq_mut_freq	BaSq_alt_freq
PIK3R2	126	TRUE	57.4661516254161	0.00184162062615101	0.412330329710826	0.412330329710827	0.412330329710826	2	0.211367755694784	-0.477256739991262	0.588835846626511	-0.603360754106158	-0.1049497285356	EGFR,FGFR3,ERBB2	0.211367755694784	-0.477256739991262	0.588835846626512	-0.603360754106158	-0.1049497285356	TRUE	0.127317807430574	40.8199038941631	1.9888360476525e-29	4	477	0.25501298433435	0.25501298433435	0.248377792943605	0.585068606016083	1.19219660073267	0.988461856016509	1.20611290509197	1.060712558748e-28	5.72784781723919e-27	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	3	4	5	0.00317174441691302	0.00393943708766434	1.55303313756667	83	21069	Non-urothelial	0.0140301194437429	0.0222672064777328	0.94654430484636	22	988	Non-urothelial	3.12007685587019e-34	70	33.5058347080107	Growth_Factor_Response	1.15884141106798	Signal_Receptor	0.530900021157296	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	1	10	1	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.0238095238095238	NA	NA	NA	NA	NA	0.0138888888888889	NA	0.00943396226415094	0.00961538461538462
IL2	134	TRUE	44.7010802140107	0.00193050193050193	0.504937772795349	0.504937772795349	0.504937772795349	3	-0.153659421510371	-0.17855563753204	-0.264317731233228	0.131546526296585	0.239483140520656	EGFR,FGFR3,ERBB2	-0.153659421510371	-0.17855563753204	-0.264317731233229	0.131546526296585	0.239483140520656	FALSE	-0.160846760310546	4.91870761723025	0.000679902783002706	4	477	0.0396131014940813	0.0396131014940813	0.0314961286150473	0.203093633686188	0.503800871753885	0.747335599848184	0.674129362840776	0.000855074242378949	0.195812001504779	TRUE	TRUE	Small	Medium	TRUE	FALSE	5	3	1	4	2	0	0	0	0	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	1.34080447301139e-33	186	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	0.911599426329055	NA	NA	NA	NA	urothelial cancer	0	2	6	4	NA	NA	TRUE	Low	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.00793650793650794	0.00806451612903226	NA	NA	NA	NA	NA	0.0138888888888889	NA	0.00961538461538462
CCND1	174	TRUE	82.2247130711136	0.00204498977505112	0.620031858321515	0.620031858321516	0.620031858321515	3	0.400644970477685	-0.894177995310131	0.547006718308395	-0.0892280625939684	-0.259779364042628	EGFR,FGFR3,ERBB2	0.400644970477685	-0.894177995310131	0.547006718308394	-0.0892280625939685	-0.259779364042628	FALSE	0.0987738533061725	61.1035872020221	1.1543468322624e-41	4	477	0.338798845922467	0.338798845922467	0.332792876006336	0.715820546020444	1.44118471361853	0.994946007469697	1.44850544933959	1.95559933936219e-40	3.32451887691571e-39	TRUE	TRUE	Large	Very Large	TRUE	TRUE	1	2	4	5	3	0.18300352357329	0.149081589064502	3.04135336519318	3141	21069	Urothelial	0.870848697692465	0.646761133603239	3.17696915752902	639	988	Urothelial	1.33464473192058e-32	80	31.874634323438	Transferase_Regulation	1.10242429530692	Functional_Hub	1.21306150205785	Urinary bladder	urothelial cells	Low	Supported	urothelial cancer	5	3	2	1	FALSE	High	TRUE	High	Cancer_upregulated	High	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	0.0238095238095238	0.185483870967742	0.0161290322580645	0.129032258064516	NA	0.05	0.0277777777777778	0.0277777777777778	0.0188679245283019	0.105769230769231
IFNG	90	TRUE	17.5904448996519	0.00187617260787992	0.338640462067491	0.338640462067492	0.338640462067492	3	0.0856125859325828	0.174354848341813	-0.492625370097335	0.77245425799467	-0.199996957783492	Unique:EGFR	0.0856125859325828	0.174354848341813	-0.492625370097335	0.772454257994671	-0.199996957783492	FALSE	-0.0975968498644364	31.8123658001784	1.64453136051647e-23	4	477	0.2105909412425	0.2105909412425	0.203634155326531	0.516498173379366	1.26507962809201	0.941990380417341	1.34298571874112	5.32162957110948e-23	4.73625031828744e-21	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	3	4	2	1	0.00164230427064776	0.00137642982581043	2.70603031228618	29	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	1.34080447301139e-33	318	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	0.168511183513144	Urinary bladder	urothelial cells	Not detected	Approved	urothelial cancer	0	0	0	12	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.0158730158730159	0.0645161290322581	NA	0.0483870967741935	NA	0.15	NA	0.0694444444444444	NA	0.0288461538461538
GAPDH	268	TRUE	1079.41920620964	0.00226757369614512	0.778801213259964	0.778801213259964	0.778801213259963	3	0.339559448057502	-0.359513561330546	0.304045847716101	0.179040670364644	-0.0611776277497596	EGFR,FGFR3,ERBB2	0.339559448057502	-0.359513561330546	0.304045847716101	0.179040670364644	-0.0611776277497596	FALSE	0.133078803876374	10.1979755328307	6.266605985975e-08	4	477	0.0787804945643531	0.0787804945643531	0.0709184202378115	0.292433949005711	0.699073009388048	0.978029297898954	0.714777165561223	9.70313184925162e-08	1.8047825239608e-05	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	1	4	5	3	1.18930864184267	0.424035312544497	6.21514566019783	8934	21069	Urothelial	3.86527037954854	1	5.13584344204952	988	988	Urothelial	1.26847360504286e-21	31	20.896718565339	Other	0.722739279292103	Peripheral	5.34972288101661	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	1	9	1	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.0158730158730159	0.0161290322580645	NA	0.032258064516129	NA	NA	NA	0.0138888888888889	0.0283018867924528	0.0192307692307692
CDC37	82	TRUE	25.93285576837	0.00186567164179104	0.283930115877784	0.283930115877784	0.283930115877783	2	0.189001400800015	-0.188875189496173	0.212516956447351	-0.246484267094839	-0.27724437635108	EGFR,ERBB2	0.189001400800015	-0.188875189496173	0.212516956447351	-0.246484267094839	-0.277244376351079	TRUE	0.0452743133213288	5.53565166449822	0.000231084549004227	4	477	0.0443612834541387	0.0443612834541387	0.0362748672408131	0.215454308454093	0.489761332798431	0.983805532145715	0.497823316494515	0.000302510682332807	0.0665523501132175	TRUE	TRUE	Small	Medium	TRUE	FALSE	1	2	5	3	4	0.174966180938187	0.151169965351939	2.79130122258114	3185	21069	Urothelial	0.744944258451748	0.737854251012146	2.18382640423796	729	988	Urothelial	2.13747839045451e-23	18	22.6700982672215	Transferase_Regulation	0.784073845465363	Peripheral	-1.63407018454014	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	0	9	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.00793650793650794	0.0403225806451613	NA	NA	NA	0.05	NA	0.0277777777777778	0.0377358490566038	0.00961538461538462
MAPK14	182	TRUE	164.374079080453	0.00202839756592292	0.588709841121159	0.58870984112116	0.588709841121159	3	-0.189260699169701	-0.200512563031476	0.223205180470457	0.244303050555401	-0.574991778346121	EGFR,FGFR3,ERBB2	-0.189260699169701	-0.200512563031476	0.223205180470457	0.244303050555401	-0.574991778346121	TRUE	0.0395392985256008	7.23586032799803	1.15869304529732e-05	4	477	0.0572068712600309	0.0572068712600309	0.0492035980334165	0.246329198491234	0.819294828901523	0.99876649568775	0.82030668072957	1.6199203740079e-05	0.00333703597045628	TRUE	TRUE	Small	Medium	TRUE	FALSE	2	3	5	4	1	0.0279375558147176	0.0293796573164365	2.40336774176403	619	21069	Non-urothelial	0.13075737574074	0.187246963562753	1.52669836311903	185	988	Urothelial	7.12520631391946e-32	187	31.147202555923	Growth_Factor_Response	1.07726515322707	Functional_Hub	1.99883396643219	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	0	0	6	5	TRUE	Medium	FALSE	None	Lost_in_cancer	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	0.0317460317460317	NA	NA	0.0161290322580645	NA	NA	NA	NA	0.0188679245283019	0.0192307692307692
HBEGF	174	TRUE	222.876613210354	0.00204081632653061	0.504962777364236	0.504962777364237	0.504962777364236	2	0.34767702384391	-0.159823411377124	-0.410923986701168	1.09234070667669	-0.237709113542283	EGFR,ERBB2	0.34767702384391	-0.159823411377124	-0.410923986701168	1.09234070667669	-0.237709113542283	TRUE	-0.0574543157434968	44.7817211624783	6.24188484246658e-32	4	477	0.273006469999304	0.273006469999304	0.266503910798312	0.612803443252982	1.50326469337786	0.949604028042886	1.58304372031367	3.82481454176676e-31	1.79766283463037e-29	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	2	4	3	1	0.220002215252767	0.157055389434715	3.53038084776598	3309	21069	Urothelial	0.0603207171990356	0.0728744939271255	2.12494733039135	72	988	Non-urothelial	1.34080447301139e-33	46	32.8726345498766	Phosphorylation	1.13694138765012	Functional_Bridge	1.87081689758466	NA	NA	NA	NA	urothelial cancer	0	0	0	12	NA	NA	FALSE	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	0.00793650793650794	NA	NA	NA	0.05	0.05	NA	0.0138888888888889	NA	NA
FGF23	82	TRUE	295.846262361998	0.00185528756957328	0.29672138093846	0.29672138093846	0.29672138093846	2	-0.072923857624841	-0.0624160736852298	-0.120675859490739	-0.0595012280393103	0.167553141055209	Unique:FGFR3	-0.072923857624841	-0.0624160736852298	-0.120675859490739	-0.0595012280393103	0.167553141055209	FALSE	-0.0816076311482106	1.14412502860751	0.335000850591675	4	477	0.00950316328421878	0.00950316328421878	0.00119462948215119	0.0979507011845079	0.288229000545948	0.603040615435052	0.47795951577492	0.349566104965226	1	FALSE	FALSE	Negligible	Small	FALSE	FALSE	5	4	1	3	2	0	0	0	0	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	5.34189550622665e-23	47	22.2723046115436	MAPK_Signaling	1	Functional_Bridge	0.242197068258945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	0.00793650793650794	0.0241935483870968	0.032258064516129	0.0161290322580645	NA	NA	0.0277777777777778	0.0277777777777778	NA	0.00961538461538462
PLCG1	190	TRUE	224.057792408232	0.00208333333333333	0.559864990413989	0.559864990413989	0.559864990413988	2	-0.192561202909658	0.0455422984981794	-0.223427012359545	-0.0786542928772572	0.224141353550309	EGFR,FGFR3,ERBB2	-0.192561202909658	0.0455422984981794	-0.223427012359545	-0.0786542928772572	0.224141353550309	FALSE	-0.123801413478672	2.78800260729932	0.0260443199139959	4	477	0.0228453641303087	0.0228453641303087	0.0146212430424683	0.152903488484632	0.447568365909854	0.862431695326905	0.518960943034687	0.0296472890720586	1	TRUE	FALSE	Small	Medium	TRUE	FALSE	5	4	1	2	3	0.00508249612596713	0.00564810859556695	1.81677455236437	119	21069	Non-urothelial	0.0192396083682005	0.0273279352226721	1.14610724832095	27	988	Non-urothelial	2.19696703394164e-26	78	25.6581764597316	Other	0.88742028584406	Peripheral	0.620515949362848	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	10	2	0	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	0.0238095238095238	0.0161290322580645	0.032258064516129	NA	NA	NA	0.0416666666666667	0.0555555555555556	0.0377358490566038	0.0192307692307692
