name	degree	is_seed	betweenness	closeness	eigenvector	hub_score	authority_score	community	mean_expr_UroB	mean_expr_GU	mean_expr_UroA	mean_expr_BaSq	mean_expr_UroC	pathway	is_well_expressed	global_mean	f_statistic	p_value	df_between	df_within	eta_squared	partial_eta_squared	omega_squared	cohens_f	expression_range	overall_sd	effect_size_ratio	p_adjusted_bh	p_adjusted_bonf	significant_05	significant_01	effect_size_category	cohens_f_category	sig_and_meaningful	sig_and_large_effect	rank_UroA	rank_UroB	rank_UroC	rank_GU	rank_BaSq	sc_norm_mean_expression	sc_norm_detection_rate	sc_norm_max_expression	sc_norm_cells_expressing	sc_norm_total_urothelial_cells	sc_norm_classification	sc_cancer_mean_expression	sc_cancer_detection_rate	sc_cancer_max_expression	sc_cancer_cells_expressing	sc_cancer_total_urothelial_cells	sc_cancer_classification	min_p_adjust	functional_diversity	functional_significance	functional_category	functional_specificity_ratio	pathway_role	functional_structural_importance	hpa_normal_tissue	IHC tissue name	hpa_normal_cell_type	hpa_normal_level	hpa_normal_reliability	hpa_cancer_type	hpa_cancer_high	hpa_cancer_medium	hpa_cancer_low	hpa_cancer_not_detected	hpa_normal_expressed	hpa_normal_reliable	hpa_cancer_expressed	hpa_cancer_confidence	hpa_expression_pattern	hpa_data_quality	hpa_filter_has_data	hpa_filter_normal_quality	hpa_filter_cancer_quality	hpa_passes_filter	hpa_high_confidence	hpa_therapeutic_target	hpa_potential_suppressor	is_amplified	is_homdel	tcga_mutsig_q_value	tcga_num_mutations	tcga_num_samples_mutated	tcga_profiled_samples	tcga_frequency	tcga_is_cancer_gene	tcga_mutation_frequency	pathway_sharing	n_pathways	pathways_list	UroA_mut_freq	UroA_alt_freq	UroB_mut_freq	UroB_alt_freq	UroC_mut_freq	UroC_alt_freq	GU_mut_freq	GU_alt_freq	BaSq_mut_freq	BaSq_alt_freq
IFNG	90	FALSE	17.2267155215805	0.00230414746543779	0.376154023673327	0.376154023673326	0.376154023673326	1	0.0856125859325828	0.174354848341813	-0.492625370097335	0.772454257994671	-0.199996957783492	EGFR	FALSE	-0.0975968498644364	31.8123658001784	1.64453136051647e-23	4	477	0.2105909412425	0.2105909412425	0.203634155326531	0.516498173379366	1.26507962809201	0.941990380417341	1.34298571874112	5.32162957110948e-23	4.73625031828744e-21	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	3	4	2	1	0.00164230427064776	0.00137642982581043	2.70603031228618	29	21069	Non-urothelial	0	0	0	0	988	Non-urothelial	1.34080447301139e-33	318	32.8726345498766	Phosphorylation	1.13694138765012	Signal_Modifier	0.168511183513144	Urinary bladder	Urinary bladder	urothelial cells	Not detected	Approved	urothelial cancer	0	0	0	12	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	2	2	412	0.5%	FALSE	0.005	Unique_to_EGFR	1	EGFR	0.0158730158730159	0.0645161290322581	NA	0.0483870967741935	NA	0.15	NA	0.0694444444444444	NA	0.0288461538461538
GAPDH	250	FALSE	835.690353468318	0.00284900284900285	0.820545740986046	0.820545740986045	0.820545740986045	1	0.339559448057502	-0.359513561330546	0.304045847716101	0.179040670364644	-0.0611776277497596	EGFR	FALSE	0.133078803876374	10.1979755328307	6.266605985975e-08	4	477	0.0787804945643531	0.0787804945643531	0.0709184202378115	0.292433949005711	0.699073009388048	0.978029297898954	0.714777165561223	9.70313184925162e-08	1.8047825239608e-05	TRUE	TRUE	Medium	Large	TRUE	TRUE	2	1	4	5	3	1.18930864184267	0.424035312544497	6.21514566019783	8934	21069	Urothelial	3.86527037954854	1	5.13584344204952	988	988	Urothelial	1.26847360504286e-21	31	20.896718565339	Other	0.722739279292103	Peripheral	5.34972288101661	Urinary bladder	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	1	9	1	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	NA	3	3	412	0.7%	FALSE	0.007	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0158730158730159	0.0161290322580645	NA	0.032258064516129	NA	NA	NA	0.0138888888888889	0.0283018867924528	0.0192307692307692
CDC37	64	TRUE	10.4103408464545	0.00224215246636771	0.251783760171751	0.251783760171751	0.251783760171751	3	0.189001400800015	-0.188875189496173	0.212516956447351	-0.246484267094839	-0.277244376351079	EGFR	TRUE	0.0452743133213288	5.53565166449822	0.000231084549004227	4	477	0.0443612834541387	0.0443612834541387	0.0362748672408131	0.215454308454093	0.489761332798431	0.983805532145715	0.497823316494515	0.000302510682332807	0.0665523501132175	TRUE	TRUE	Small	Medium	TRUE	FALSE	1	2	5	3	4	0.174966180938187	0.151169965351939	2.79130122258114	3185	21069	Urothelial	0.744944258451748	0.737854251012146	2.18382640423796	729	988	Urothelial	2.13747839045451e-23	18	22.6700982672215	Transferase_Regulation	0.784073845465363	Peripheral	-1.63407018454014	Urinary bladder	Urinary bladder	urothelial cells	Medium	Supported	urothelial cancer	0	9	0	0	TRUE	High	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	4	4	412	1.0%	FALSE	0.01	Shared_EGFR_ERBB2	2	EGFR,ERBB2	0.00793650793650794	0.0403225806451613	NA	NA	NA	0.05	NA	0.0277777777777778	0.0377358490566038	0.00961538461538462
MAPK14	176	TRUE	155.517431602947	0.00255102040816327	0.631324730838844	0.631324730838844	0.631324730838843	1	-0.189260699169701	-0.200512563031476	0.223205180470457	0.244303050555401	-0.574991778346121	EGFR	TRUE	0.0395392985256008	7.23586032799803	1.15869304529732e-05	4	477	0.0572068712600309	0.0572068712600309	0.0492035980334165	0.246329198491234	0.819294828901523	0.99876649568775	0.82030668072957	1.6199203740079e-05	0.00333703597045628	TRUE	TRUE	Small	Medium	TRUE	FALSE	2	3	5	4	1	0.0279375558147176	0.0293796573164365	2.40336774176403	619	21069	Non-urothelial	0.13075737574074	0.187246963562753	1.52669836311903	185	988	Urothelial	7.12520631391946e-32	187	31.147202555923	Growth_Factor_Response	1.07726515322707	Functional_Hub	1.99883396643219	Urinary bladder	Urinary bladder	urothelial cells	Medium	Approved	urothelial cancer	0	0	6	5	TRUE	Medium	FALSE	None	Lost_in_cancer	High	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	3	3	412	0.7%	FALSE	0.007	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0317460317460317	NA	NA	0.0161290322580645	NA	NA	NA	NA	0.0188679245283019	0.0192307692307692
HBEGF	150	TRUE	164.067289547361	0.00248138957816377	0.48248553657895	0.48248553657895	0.482485536578949	3	0.34767702384391	-0.159823411377124	-0.410923986701168	1.09234070667669	-0.237709113542283	EGFR	TRUE	-0.0574543157434968	44.7817211624783	6.24188484246658e-32	4	477	0.273006469999304	0.273006469999304	0.266503910798312	0.612803443252982	1.50326469337786	0.949604028042886	1.58304372031367	3.82481454176676e-31	1.79766283463037e-29	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	2	4	3	1	0.220002215252767	0.157055389434715	3.53038084776598	3309	21069	Urothelial	0.0603207171990356	0.0728744939271255	2.12494733039135	72	988	Non-urothelial	1.34080447301139e-33	46	32.8726345498766	Phosphorylation	1.13694138765012	Functional_Bridge	1.87081689758466	NA	NA	NA	NA	NA	urothelial cancer	0	0	0	12	NA	NA	FALSE	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	2	2	412	0.5%	FALSE	0.005	Shared_EGFR_ERBB2	2	EGFR,ERBB2	0.00793650793650794	NA	NA	NA	0.05	0.05	NA	0.0138888888888889	NA	NA
PLCG1	144	TRUE	127.287368678982	0.00246913580246914	0.486751505273756	0.486751505273755	0.486751505273754	2	-0.192561202909658	0.0455422984981794	-0.223427012359545	-0.0786542928772572	0.224141353550309	EGFR	FALSE	-0.123801413478672	2.78800260729932	0.0260443199139959	4	477	0.0228453641303087	0.0228453641303087	0.0146212430424683	0.152903488484632	0.447568365909854	0.862431695326905	0.518960943034687	0.0296472890720586	1	TRUE	FALSE	Small	Medium	TRUE	FALSE	5	4	1	2	3	0.00508249612596713	0.00564810859556695	1.81677455236437	119	21069	Non-urothelial	0.0192396083682005	0.0273279352226721	1.14610724832095	27	988	Non-urothelial	2.19696703394164e-26	78	25.6581764597316	Other	0.88742028584406	Peripheral	0.620515949362848	Urinary bladder	Urinary bladder	urothelial cells	High	Approved	urothelial cancer	10	2	0	0	TRUE	Medium	TRUE	High	Constitutive	High	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	13	13	412	3.2%	TRUE	0.032	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0238095238095238	0.0161290322580645	0.032258064516129	NA	NA	NA	0.0416666666666667	0.0555555555555556	0.0377358490566038	0.0192307692307692
EREG	110	TRUE	50.6457777007286	0.00236406619385343	0.344664771434148	0.344664771434148	0.344664771434148	3	-0.184799238748175	0.308662005880851	-0.441860842805874	1.14171740694666	-0.420319377427017	EGFR	TRUE	-0.0480266062123968	52.6096381905269	1.03666836914763e-36	4	477	0.306119800695745	0.306119800695745	0.299864892710974	0.664207023563564	1.58357824975254	0.957628277767094	1.65364608221989	1.02951893211902e-35	2.98560490314517e-34	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	3	4	2	1	0.0197828200208809	0.0120556267502017	4.40428100656857	254	21069	Non-urothelial	0.0495310924862023	0.0566801619433198	2.09058973266341	56	988	Non-urothelial	1.33464473192058e-32	76	31.874634323438	Transferase_Regulation	1.10242429530692	Peripheral	0.52103853814269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	Insufficient_data	Low	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	1	1	412	0.2%	FALSE	0.002	Shared_EGFR_ERBB2	2	EGFR,ERBB2	NA	0.00806451612903226	NA	NA	NA	NA	0.0277777777777778	0.0277777777777778	NA	0.0288461538461538
NCK2	84	TRUE	54.8718572221939	0.0022271714922049	0.220025813289157	0.220025813289157	0.220025813289157	2	-0.151069950902405	0.379467195100128	-0.42665605876354	0.50128055439326	0.034040611589083	EGFR	TRUE	-0.0785764956308115	20.6897814522309	9.72297908633328e-16	4	477	0.147847747349051	0.147847747349051	0.140450903398691	0.416532370329528	0.9279366131568	0.992036789863561	0.935385282721645	2.29526063677376e-15	2.80021797686398e-13	TRUE	TRUE	Large	Very Large	TRUE	TRUE	5	4	3	2	1	0.0358144190665008	0.0375907731738573	2.09933718431396	792	21069	Non-urothelial	0.0836076620018561	0.118421052631579	1.39452548178497	117	988	Non-urothelial	2.43787787138246e-30	91	29.6129880547116	Phosphorylation	1.0242024161558	Signal_Modifier	-0.162455737271581	Urinary bladder	Urinary bladder	urothelial cells	Low	Approved	urothelial cancer	0	0	2	8	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	5	5	412	1.2%	FALSE	0.012	Unique_to_EGFR	1	EGFR	NA	0.00806451612903226	0.0483870967741935	NA	NA	0.05	0.0277777777777778	0.0138888888888889	0.0283018867924528	0.0192307692307692
NEDD8	56	FALSE	26.5352321626925	0.00205761316872428	0.117109721502811	0.117109721502811	0.117109721502811	4	0.0960997351852717	-0.0125037475749338	0.130784894007255	0.229772284893407	-0.752042653324157	EGFR	FALSE	0.0695155176577069	4.21724010474489	0.00229871382663917	4	477	0.0341567536551975	0.0341567536551975	0.0260047839898548	0.188055036877866	0.981814938217564	1.0053956957273	0.976545794248029	0.00279337376401721	0.66202958207208	TRUE	TRUE	Small	Medium	TRUE	FALSE	2	3	5	4	1	0.452140879464678	0.30158052114481	3.00757035249675	6354	21069	Urothelial	1.74111535642394	0.98582995951417	2.7053244515812	974	988	Urothelial	0.000107594307012902	1	3.96821070727828	Other	0.1372455554536	Peripheral	-4.17254970563783	Urinary bladder	Urinary bladder	urothelial cells	Medium	Uncertain	urothelial cancer	0	5	6	0	TRUE	Low	TRUE	Medium	Constitutive	Medium	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	NA	2	2	412	0.5%	FALSE	0.005	Shared_all_3	3	EGFR,FGFR3,ERBB2	NA	0.0241935483870968	0.032258064516129	0.032258064516129	NA	0.1	NA	0.0555555555555556	0.00943396226415094	0.00961538461538462
KRAS	224	TRUE	249.761839060865	0.00274725274725275	0.7812284268329	0.7812284268329	0.781228426832899	2	0.098467635034477	0.0154668842608283	0.0708746700182684	0.0348260498144661	-0.217127724170431	EGFR	TRUE	0.0464087248009477	0.425765334973217	0.790065847080115	4	477	0.00355765708939899	0.00355765708939899	0	0.0597524828197934	0.315595359204908	1.03255935064238	0.30564379568939	0.795590783073682	1	FALSE	FALSE	Negligible	Small	FALSE	FALSE	2	1	5	4	3	0.116231901478254	0.106459727561821	2.45942195662376	2243	21069	Urothelial	0.431647670914522	0.496963562753036	2.08903795286907	491	988	Urothelial	9.15580594872889e-17	65	16.0383034204852	Other	0.554704884355201	Peripheral	1.21977597858687	Urinary bladder	Urinary bladder	urothelial cells	Low	Approved	urothelial cancer	0	0	1	11	FALSE	Medium	FALSE	None	Not_expressed	High	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	1.64e-12	16	16	412	3.9%	TRUE	0.039	Shared_all_3	3	EGFR,FGFR3,ERBB2	0.0555555555555556	0.0564516129032258	NA	NA	NA	0.05	0.0277777777777778	0.0277777777777778	0.0188679245283019	0.0480769230769231
